"time","user","text"
"Sat May 30 03:35:39 PDT 2009","__mj_","oneeee treeee hillll!! "
"Mon Jun 15 17:25:22 PDT 2009","caligrl20","@womensweardaily @christinawrites Thanks   Sometimes I need to hear that just to get through it "
"Tue Jun 02 00:12:43 PDT 2009","Geeeeyaa","getting ready to go to bea o's house. "
"Thu Jun 18 12:03:39 PDT 2009","MickeyBoggs","@lizook12 My car seats are heated most of the year whether I want them that way or not!  Currently 90 w/heat index of 96 "
"Sun Jun 07 02:20:10 PDT 2009","reese23","This is awesome... I'm going to have breakfast at 5am. Much like THESE STREETS, my stomach won't let me chill. "
"Sat Jun 06 02:19:38 PDT 2009","Sushubh","http://tr.im/nCwe the boston globe is awesome as usual "
"Mon Jun 15 11:03:34 PDT 2009","mrpandora","@mensoh i doubt that, i think the eyetoy is trackin the ugly purple dot. unless it has buttons. which we all need sometimes of course "
"Mon Jun 01 02:44:07 PDT 2009","magnusholmgren","@SarahHorvat Okay  Never heard of but geography isn't my strength, I barely know where I am sometimes :-P"
"Mon May 04 04:02:52 PDT 2009","muchlovee","supernatural tonight  yay"
"Sat Jun 06 05:36:53 PDT 2009","hannibal_td","@misstoats i am in frankfurt , and internet is slow for some rainy reasons  still in ny ?"
"Fri May 29 18:39:03 PDT 2009","proudmomx2","@aprilknob Oooh, in the ass.   Ack. Anywhere but there."
"Fri May 22 03:44:25 PDT 2009","DJPREZ97","still woosy miss all my friends at school wont see some of them till after half term sad! - miss prez "
"Mon Jun 15 07:43:51 PDT 2009","becca602","@rarmendariz Sorry to hear, hope your feeling better "
"Thu Jun 25 08:05:45 PDT 2009","trudestiny25_30","feeling a little under the weather...   Thank God tomorrow is FRIDAY!!!!"
"Fri Jun 05 19:38:03 PDT 2009","11394607","@seeders21 Haha don't make yourself too tired though. Haha. Classes are about to start. "
"Sun Apr 19 06:04:13 PDT 2009","pheeyeohnar","@hsubidooby hahahah i wanted feeohnah but was taken "
"Mon May 04 00:17:12 PDT 2009","snaglepus","@trib I dod the same  There is a feeling of satisfaction that goes with that!!"
"Fri Jun 05 21:48:06 PDT 2009","imboredndhungry","Photo: Jasons cute sometimes.  http://tumblr.com/xds1yqepd"
"Fri May 29 12:40:55 PDT 2009","LadyLiv","got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck"
"Fri May 29 17:49:16 PDT 2009","prmaria","@stacykinney thanks so much for the #followfriday love  have a great weekend!"
"Tue Jun 02 05:10:07 PDT 2009","cherrydelilah","today is really great "
"Mon Jun 01 13:24:02 PDT 2009","falloutjonas13","check out stephen jerzak's myspace and listen to a song called &quot;cute&quot; its so adorable and catchy anywho i gotta logg off now so bye bye "
"Wed Jun 03 07:28:56 PDT 2009","ivonneivory","staying home, listening to the rain "
"Tue Jun 16 05:21:54 PDT 2009","ohshataptep","im clean.  but still not yet eating dinner. ready to play sims na ulit .."
"Sat May 30 19:02:37 PDT 2009","Lanie04","Darn movie is sold out "
"Sun May 31 04:35:11 PDT 2009","rbeaz","@SkylerTheSass jerk!  phew...phew...    "
"Sat May 30 02:31:08 PDT 2009","vriezzy","its not as usual, my eyes arent red now! however i wear the lenses, LOL!! my eyes are bigger than when i dont wear it "
"Sat May 30 01:50:30 PDT 2009","judez_xo","ughh i need a magic carpet..i want to be at tgp with chelsea and casey "
"Mon Jun 15 04:56:19 PDT 2009","marybrandy","hi, just sitting in bed ill after a busy weekend dancin, hope am better for 2moz as it my birthday  x"
"Sun Jun 07 03:07:45 PDT 2009","dayzeelove","@mysweetspot2 Glad you l liked it!  Your yarn fits in nicely, hope it brings sales "
"Fri Jun 19 04:14:57 PDT 2009","rsltruly","@HenryMCCRORY my mom just remembered zach has a half day today... Sooo we cant pick you up b/c thats when you work  we can chill tomorrow?"
"Sun Jun 14 23:01:32 PDT 2009","nicolasmata","@WantToBeHaunted hahaha funny lol.. hey derek download the new black eyed peas cd im sure you'll like it   "
"Sat May 30 16:07:18 PDT 2009","AceMas21","@DanielFielding Well I obviously cant have a laugh with you  Sorry if I upset you"
"Wed Jun 17 21:16:10 PDT 2009","jkb129","finished school work for now....sad that @souljaboytellem is not coming to miami "
"Sat Jun 06 01:35:23 PDT 2009","saintpiercing","Just hit something as hard as I could... After hardening my fists for probably 6 months... Fuckers are like anvils  lol"
"Wed Jun 03 01:40:01 PDT 2009","wordscryer","@stevewickham please do  love spike jones an' his gang w/ all the silly voices &amp; sound effects"
"Sun May 31 16:57:05 PDT 2009","raineyrawles","Enjoying being home. Feels like I've wasted the entire day, however. GHP in 2 weeks. Surgery tomorrow "
"Sun Jun 07 04:14:30 PDT 2009","LuckyxxStar","@WeSupportNiley ohmygod, WOW. that's so amazing  I love niley, LMAO, poor justin x]"
"Mon Jun 01 03:20:56 PDT 2009","brittcullen","@RobbySTEREOS BEST MOVIE OF THE YEAR!!!! "
"Wed Jun 24 22:48:44 PDT 2009","eriicajeann","i loove the beach but i hate sharing this room. "
"Fri Jun 19 19:22:09 PDT 2009","crazydreams4","I wish someone was here with me "
"Fri May 29 13:11:06 PDT 2009","Jenniewrenbird","@suzziequeue  Yes thanks, its been great. Soooooo not looking forward to Monday "
"Sat Jun 06 23:06:09 PDT 2009","codywf91","listening to After Hours by We Are Scientists makes me think of Caty.  I miss you, come back home!!!"
"Mon Jun 01 04:27:52 PDT 2009","alleygato","Off to work. Dropping off my favorite son!!! "
"Sat Jun 20 08:27:45 PDT 2009","Ebukalashnikov","@eldeethedon Aaah! Big boy indeed! I need to change my plate number too "
"Sat May 02 10:13:01 PDT 2009","HeyJulianne","poli sci final then HOMEEE. summerrrr. "
"Sat May 30 13:31:16 PDT 2009","michellerxx3","@Jonasbrothers i want to see you guys this summer so bad. "
"Wed Jun 17 20:03:35 PDT 2009","eleni13","is never going to fall asleep at or before 11. "
"Sun May 31 09:37:33 PDT 2009","lizzie_xoxo","@calebFTSK i just got back from churchh "
"Sat May 30 12:12:43 PDT 2009","RamGuerra","step in the name of love "
"Sun Apr 19 12:31:02 PDT 2009","MyNameIsJaclyn","Anyone know any good books that aren't fantasy or for learning  ?"
"Mon Jun 15 05:12:38 PDT 2009","chewypurple","@alex947 hahaha! link mo na lang! XD pero ang dami pa rin nun! ) wow, you went to pcd's concert? perks of being a dj? "
"Sat May 30 12:24:41 PDT 2009","mherzber","i have 6 mins left on laptop battery  i will die soon"
"Sun Jun 07 03:13:56 PDT 2009","J0rdanhunt","just got home from a super night out! lots of drinks and pics!! woo my head is wrecked tho! "
"Fri Jun 05 11:43:04 PDT 2009","clesiemo3","Can't access the internet right now and that makes him sad. After all we've been through you just get up and leave without a word? "
"Mon Jun 15 07:05:26 PDT 2009","bussya","my tommy hurts...so baddd!! "
"Sat May 09 20:39:51 PDT 2009","dustinlanesmith","Cant get his stupid computer to play dvds "
"Fri Jun 19 23:56:33 PDT 2009","VicOne","im at the Desert Diamond Casino.lady next to me just hit ten grand "
"Sun May 31 18:48:15 PDT 2009","meganiscool","I'm not watching the VMAs because I don't get it in my room anymore and my dad is watching some stupid ass show in here. "
"Mon Jun 15 11:09:06 PDT 2009","SeekerOf","I was going to plant some veggies, but it's starting to rain "
"Tue Jun 02 01:48:32 PDT 2009","sapphireblue14","@kimsangbum i just love BOF! hope you guys come to the Philippines soon!! "
"Thu Jun 25 07:08:24 PDT 2009","Jixisticks","Not so good on my Exams, ill be here next semester  *Jixisticks*"
"Sun Jun 07 01:29:34 PDT 2009","sweet0nes","I noticed we had a flat after the locksmith got the keys outta the trunk. had 2 cancel our trip up north. "
"Fri Jun 05 09:45:13 PDT 2009","stavsxx","@noamcfly http://twitpic.com/6o15e - Wow love it!! Great as always  x"
"Sat May 30 05:07:51 PDT 2009","louiselol","nomnom caspiyum pic. just what i needed ty "
"Sat Jun 06 19:08:22 PDT 2009","Dweebits","Also spent it w| @nicoleecastillo &amp; @dave_radcliffe. At a dump baby shower which i find borinq after all i did. Gonna read Lock and Key "
"Sat Apr 18 14:54:47 PDT 2009","sivanfraser","is off to cheesecake factory and movies "
"Mon Jun 15 20:26:48 PDT 2009","nayrabastos","@eslforyourbiz ah,great! i thought u guys worked with scholarships "
"Sun Jun 21 08:17:57 PDT 2009","CopaTV","ohhhh Noooooo.... Rain again...dammm.... June is da new April!! w/ all this rain   @JazzPo  @MissTani"
"Fri May 29 09:07:03 PDT 2009","sesuncedu","UNC budget  cuts may rise to 18%   http://tinyurl.com/mdm5tp"
"Tue Jun 16 06:26:44 PDT 2009","raewhitlock","@charlottedonlon Sounds like a plan! "
"Mon Jun 15 15:40:30 PDT 2009","itzcecy","@tommcfly You could have done better, I dont like the Jonas Brothers! "
"Mon Jun 01 16:03:05 PDT 2009","TheRealBeyonce","@thevideotube i have no idea "
"Sat Jun 06 04:50:04 PDT 2009","Tyrone17","@TeamDLovato that celebs rarely reply "
"Mon Jun 15 18:25:55 PDT 2009","lolthena","Eating a bowl of cheerios. At this rate, I'll never get any studying done for math or spanish. "
"Thu May 14 06:13:02 PDT 2009","mathewi","@andreahirsch: heh -- totally agree "
"Mon Jun 01 05:29:13 PDT 2009","kathrynwhited","I am not feeling good this morning.  The cat is meowing in my face...better feed it an put the dogs out. Then shower and leave."
"Wed Jun 03 02:50:40 PDT 2009","Kondratius","@aion_xaen no more key  maybe you have more ?"
"Thu Jun 25 09:40:56 PDT 2009","thenameslizzie","going to my friend adenike's going away partyy. i'm gonna miss herr. "
"Sun Jun 07 01:20:12 PDT 2009","KIERAAAA_","@Alanaaa_S hahahaha luuki haha did you ask them? lucky  xx"
"Sun Apr 19 04:38:20 PDT 2009","mmullan87","has just picked up his new glasses "
"Sat May 16 20:44:31 PDT 2009","laurenmarcelle","In town center with kids   http://twitpic.com/5ca95"
"Fri May 22 05:03:51 PDT 2009","Gwillow04","I would love to play hookie today, but if I don't work today, then I won't get paid for the day off on Monday   It's beautiful outside too"
"Sat May 30 08:45:26 PDT 2009","_maddE","@ShuffleBite HAHAH YOU LOVE ME "
"Fri May 22 03:43:31 PDT 2009","GardenJohn","Everyone just Enjoy your Holiday!!!!!     I will be  "
"Mon Jun 01 23:04:10 PDT 2009","paigezewizard","Going to bed  goodnight loves your all awesome"
"Sun May 17 02:11:27 PDT 2009","CiaaoAmore","woke up and looked in the mirror, and got a major fright cos i forgot i got my haircut. "
"Sun Jun 07 00:54:12 PDT 2009","draeme_saekyrFK","@Wookiesgirl oh yeah I've read them all, reread Rooster's story four times now and its big. Ehhh...Rehv or V  or Z "
"Thu Jun 18 17:05:57 PDT 2009","azhben","finally broke down and fired up the AC. "
"Sat May 09 18:35:28 PDT 2009","upsidedowndog","Looks like the Diesel Store behind our bldg on Melrose is prepping 4 a BIG party tonite. Just great... Not much chance of sleep then. "
"Sun May 03 05:53:59 PDT 2009","AndiRocker","Sunday, my I don't have to run day "
"Fri Jun 05 21:27:28 PDT 2009","johnnywebSTAR","Is crying! I can't believe how lonely I am  http://myloc.me/2Ld1"
"Sat May 16 20:12:56 PDT 2009","LindzeyNichole","Crush and diet pepsi are the only things sold out "
"Sun May 17 22:54:17 PDT 2009","JennaMadison","@zeeblack Good for you "
"Mon Jun 01 22:03:14 PDT 2009","mcameronjones","@ayman jerk... i want to be done too "
"Sat Jun 06 08:19:08 PDT 2009","Anna678","Just got to Baltimore! "
"Fri May 29 18:27:02 PDT 2009","luhhcosta","@caamiz all about love hurts.. has no difference in both, love and life. actually, nothing. im freaking "
"Sat Jun 06 08:19:04 PDT 2009","shindehokaii","http://bit.ly/30qjO5  mark  #hetalia &gt;w&lt;"
"Sat Jun 20 04:36:32 PDT 2009","mistersaxon","Listening to this on Imeem - this is an amazing soundtrack, I have to say: http://is.gd/17hoT If it was for sale in UK I'd buy it now. "
"Fri Jun 19 18:27:18 PDT 2009","ValeriicUte","Owwww mY brOtHer is gOne tO cotOnwOod  witHOut me .... sUcks-----&gt; i really really miss Him u_u ..... bUUUUU"
"Tue Jun 02 07:00:07 PDT 2009","Brandon_Gilmore","I'm guessing that oil is just going to go down today, so I will be "
"Tue Jun 02 06:12:36 PDT 2009","Doublelattemama","@MobiMom quick! Call national geographic!  glad the rain is over - hasn't hit here yet but it's vewy gray"
"Thu May 28 23:41:26 PDT 2009","philippaconnors","@CindySue1 Feel better soon, Cindy! "
"Fri Jun 05 21:56:31 PDT 2009","Kimmehface","Tonight was good  The double date I went on was GREAT(Up is cute) &amp; I made my boyfriend happy because I let him buy me a shirt ;)"
"Thu Jun 18 16:00:27 PDT 2009","jesserker","@Streyeder yeah, it's a fail right now. but i've had problems with Twitterfon in the past, too. granted, my iPhone is also acting up "
"Sat Apr 18 07:31:35 PDT 2009","MiaSoliz","@jayjayuk1 nice  i wish i could do that too.. but i guess it wouldnt be the same in pouring rain ^^"
"Sat May 02 12:38:01 PDT 2009","joanslade","@itschelseastaub aww, chelsea your so sweet! i love you "
"Sun May 17 00:58:19 PDT 2009","kissability","@wvk are you feeling better? I'm sick now "
"Wed Jun 17 18:29:38 PDT 2009","KeevaK","Ughh,there's something in my eye! It's been there all dayy and I can't get it out  xx"
"Sat May 30 01:22:48 PDT 2009","authoranderson","@goldenlady5 u aight boo? u need a hug? "
"Mon May 18 00:58:45 PDT 2009","Djalfy","@maademenent indeed  haha  so why you up soo late tonight?"
"Thu Jun 18 11:18:36 PDT 2009","pnaka","@monstroxity yeah good shows always get killed....sucks. "
"Sat May 30 05:50:37 PDT 2009","lanijonas10","On the road again, maybe listening to some jonas brothers will make it go by faster.  let's hope."
"Mon Jun 15 18:35:04 PDT 2009","catie55","does not like army wives because it brings back not fun and pretty memories... "
"Mon Jun 01 14:35:26 PDT 2009","faither","@ukny78 who knew we could be one of a few at anything. "
"Mon Jun 01 04:03:18 PDT 2009","joshwhite101","@georgiedaintree no, no exams left, but i still have to be at college, loads of work to do  only get one day off this week!"
"Mon Jun 15 00:06:28 PDT 2009","ElissaKo","Just made chocolate milk  to go with my nice comfy bed and a movie "
"Fri May 22 02:17:14 PDT 2009","loris_sl","#followfriday @mcawilliams @gavlp @andrewsbit "
"Thu May 28 21:46:38 PDT 2009","rndspringer","@jaredlunde  Aww, but can't you just see the two SNL brothers bopping their heads to &quot;Somebody&quot;?  It's one of those &quot;bouncy&quot; songs."
"Sat May 30 07:14:43 PDT 2009","E_Colli","is sad this is her last day "
"Sun May 03 02:36:49 PDT 2009","alina_popescu","Hello everyone! I'm in a dancing mood today  ? http://blip.fm/~5h10b"
"Sun May 17 23:42:00 PDT 2009","charliechap","@MsKae Sleep well, and don't forget to air out the dog! "
"Tue Jun 16 02:49:11 PDT 2009","anjhero","y does tweetdeck time n again doesnt update like it shud "
"Sat May 30 21:23:27 PDT 2009","lorissaprid","family parties are the business. chilling with @rachelwehrman, leah &amp; michelle. so much food "
"Fri Jun 05 18:29:41 PDT 2009","niawainwright","have a great time, wish I could join ya!!   YAY 10days cant wait "
"Sat Jun 20 03:10:27 PDT 2009","SallytheShizzle","@TraceCyrus they're going to put an EXTRA tax on alco-pops in Australia  too many kids buying. I LIKE MY ALCO-POPS!! :'("
"Sun May 31 17:48:26 PDT 2009","cdmarti1","@GrabeelLucas if you dont go you can get on aim and talk to me. =D and i can upload the video of me singing for ya....  ???"
"Sun May 31 05:17:24 PDT 2009","SongoftheOss","Right best go enjot this weather - may see some of you later  Love to all, knowing nods to others x"
"Fri May 22 06:19:22 PDT 2009","nowpencan","@writefromkaren I took it too -- 95%!  My state tied for the highest average score.  "
"Sun May 17 23:42:48 PDT 2009","HayleyNqahuia","@jamievampie i want a beautiful rinq like what u got tahnee "
"Sun May 03 21:21:45 PDT 2009","SasaLoves","@Sassette now wasn't supposed to be a questions! sorry! love it for real  #bringsalltheboystotheyard"
"Sat Jun 06 23:21:16 PDT 2009","sleepwelldarlin","@michaelpolo dude serioulsy it sucks to not practice  and tomorrow will be awesome hopefully a lot of people are there early!"
"Sat Jun 20 13:08:57 PDT 2009","mellymelmelon","trying to study..but cannott get focused wanna go out and shop till i drop but im broke  lol"
"Sun May 31 14:36:32 PDT 2009","gooby1","@Destini41 Thank you so much! And please, no hurry. I know you're busy. In the mean time I can go listen to them at the website "
"Fri May 22 00:44:17 PDT 2009","WiithTheBand","@shaundiviney i want u 2b a trending topic  #shaundiviney#shaundiviney#shaundiviney#shaundiviney#shaundiviney#shaundiviney#shaundiviney"
"Fri May 29 11:39:12 PDT 2009","alfiaah","everyday is a holiday "
"Wed Jun 17 15:27:56 PDT 2009","davar","@aaronwhite all 4 charity! I am 45 not very fit and still smoke  but I am dtermined the cause means a lot! thx for tip"
"Tue Jun 16 21:16:36 PDT 2009","GabbeyGirl09","Playing around on Photoscape and nursing my scissor cut... "
"Sun May 31 17:19:15 PDT 2009","vale_bachmann","i have a couple of hours and soo much to study  this is not ok."
"Mon Jun 01 07:32:29 PDT 2009","Yourhoneybee","My HONNEEEEEEY !!! Your HONEYBEE is freaking smart (sometimes  ): he just made today with his stocks about 6000 USD benefits!!! (in 1 day)"
"Thu May 28 21:17:18 PDT 2009","ggreschler","just tok a showerrr, noww the dreade hw i have been procrastinating to doo "
"Mon Jun 15 21:25:13 PDT 2009","momatbp","little shelshi is sick "
"Sat May 30 08:22:36 PDT 2009","smurphi","Hello sun! Guarantee it will be gone when the exams are over. "
"Mon May 04 05:33:33 PDT 2009","destructar","@Gustavar Having an awesome day? You should... I expect as much out of you  #awesomeupdater"
"Mon Jun 15 20:37:04 PDT 2009","C_monica","Watching my angels lol "
"Fri Jun 05 17:57:42 PDT 2009","scbennett","Headed out for drinks. I found clothes that fit so I feel fairly cute  I let others decide."
"Mon Jun 01 05:17:47 PDT 2009","ellisclaire","i wanna move to france "
"Tue Jun 02 09:48:10 PDT 2009","youcanknowgod","@mlhite i'm sure it did.  i know how long it takes you to hang up a tv. "
"Sat May 30 18:46:48 PDT 2009","jadecobain","Wow 8 people care about me and I only know 2 of them "
"Mon Jun 15 08:02:25 PDT 2009","rusnehomi","Just did my toenails  nicee pearl colour mmm "
"Sat Jun 06 18:24:06 PDT 2009","briannaliicious","http://twitpic.com/6snnr - My life  I legit think I only eat rice and soy sauce haha"
"Mon May 18 04:43:13 PDT 2009","meme1981","is going to look for new wallpaper. feature walls are the future. "
"Tue Jun 16 09:32:37 PDT 2009","JustinKent","@loritodd I can't, I have class tonight  U going? Have fun!"
"Mon Jun 01 11:48:23 PDT 2009","ruthannbeloved","i found out i didn't get the job, immediately went to sleep,and thought it was dream when i woke up. #it'snot "
"Sun May 31 01:03:41 PDT 2009","sarahteaa","@daysparkle ditto, don't be surprised if you get your present a couple months late "
"Mon Jun 01 14:02:45 PDT 2009","McLeanAmy","Away to watch Thursday's EastEnders, got a bit of catching up to do! Buying Caroline Rhea's ONS DVD tomomorrow but its region1 "
"Tue Jun 16 01:05:44 PDT 2009","SarahNicholas","@Sianz The cape shop wasn't open this morning  Am making do with a swirly dress and some extra eyeliner."
"Tue Jun 02 21:30:01 PDT 2009","Realtor_Joe","@hlong8401 It's a hoover, it's silver and it sucks "
"Mon May 18 02:52:48 PDT 2009","Katie__Gibson","@gfalcone601 hey your lucky i only have like 30 followers  x"
"Tue Jun 02 19:01:09 PDT 2009","pragmaJoe","@eekie75 i support you in getting your body back. Me too! I skipped gyM for 2 weeks already.  jia you!"
"Sun Jun 07 18:36:57 PDT 2009","eccentricmiind","@djmfkal @good_education  thanks i appreciate that  "
"Thu Jun 25 04:56:40 PDT 2009","TheEmmaHamilton","@JessObsess Good point! buttheywontsharebunksanymore "
"Mon Jun 01 07:54:56 PDT 2009","MadfatterInc","A week behind on projects due to the flu "
"Mon Jun 01 07:48:42 PDT 2009","mel_rocks","yay i'm officially done with this worthless class!!!!!!!!! "
"Tue Jun 02 21:43:53 PDT 2009","yourjacobblack","siting in my room bored to death "
"Sun May 31 00:16:07 PDT 2009","HattyTown","is stuck at work on what looks like being another gorgeous day "
"Sun Jun 07 16:31:52 PDT 2009","mishabelle","HOLY FUCK got to ride in a 1934 ford coupe... hit 135mph... highly exhilarating. I know what I want to do when I'm older... "
"Mon May 18 04:40:38 PDT 2009","bradwhiteau","Umm ok...I am sitting in the theater &amp; the only other people are 6 couples, who have strategically surrounded me  *sigh*"
"Fri May 29 23:56:07 PDT 2009","koast08","watching a movie "
"Thu Jun 18 08:02:20 PDT 2009","adrianammsso","loves taking showers but hates going to work "
"Sat Jun 06 05:27:28 PDT 2009","thtsjustme","mope, mope, mope, that's all i have to do around here  beachgrl;)"
"Sun May 03 06:01:53 PDT 2009","writefromkaren","Aaaand we're starting day seven of clouds and rain. Gah - I'm so SICK of rain! It's like the sun is playing hopscotch over the Midwest. "
"Fri Jun 05 16:55:18 PDT 2009","beautiifulkb24","OMG! I CAN'T BELIEVE HOW FAST TIME FLEW  BEEN READIN THE BOOK SINCE I GOT HERE! WOW"
"Sat Jun 06 19:16:33 PDT 2009","spatapoff","Went to Seaside today...it's crazy that there are so many people there on a cloudy day. "
"Tue Apr 07 02:44:13 PDT 2009","hypnoticyogi","@DianaRusso @ZnaTrainer  thanks for the retweet "
"Mon Jun 01 08:57:03 PDT 2009","jessedrib","@colesprouse1 hi Cole "
"Fri May 22 06:58:11 PDT 2009","thunderstorming","@ThatGuyFSU_ATL UGH I am so jealous  Can I sneak into your suitcase?"
"Fri May 29 01:02:05 PDT 2009","torriRAWR","@JMatthewFlyzik when you come to Sydney you should check out the opera house at 5:30 it is heaps pretty with all the colour lights on it "
"Sat May 30 18:34:35 PDT 2009","wahseiluj","At the mall with my bitches. Haha going to the moviess.  hollister smells good but is a shitty store."
"Fri Jun 05 16:41:08 PDT 2009","camarodaddy","I miss Mr. Caradine  (Spelling on that anyone?) I used to watch Kung Foo: The Legend Continues as a kid."
"Tue Jun 16 07:23:22 PDT 2009","ChoiZ","@icasp i'm in Paris tomorrow i think i've some time for a beer around 6pm? or maybe before "
"Sun May 31 18:43:02 PDT 2009","kojaque","oh udah tanggal 1 yah! good morning "
"Thu May 28 23:49:19 PDT 2009","imanwilliams","@blctxt LOL I don't mind  Send to me"
"Fri Jun 19 00:22:52 PDT 2009","annaversary","@blowqueen Did it arrive already!?! Yea, I know what you mean. I sold off 2 of my RM Matties recently "
"Sat May 30 09:41:46 PDT 2009","Sherif_129","@Bearskopff From the vid, you can see how awful LBP looks. "
"Sat May 30 20:36:56 PDT 2009","j_m_robe","@mmkerr that's a sample ....i hope you can view the rest      http://twitpic.com/6b648"
"Mon Jun 15 15:41:46 PDT 2009","ohshmayla","uh, my house just shoook! ihatethunderstorms "
"Mon Jun 15 12:10:24 PDT 2009","CeehMonteiro","@ItsChelseaStaub PLEASE, comment me back here, I'm from Brazil and its so expensive to call yoou!  please please please LOVE YOU SO MUCH"
"Thu Jun 25 06:46:51 PDT 2009","zaustrew","@littyblive yeah, your blog is still messed up  but I'm spreading the video of our nightmare tstorms from a couple weeks ago."
"Tue Jun 02 05:35:24 PDT 2009","lejjewellery","@MadamSalami she fell asleep before and within 2 mins was screaming cos of the noise "
"Thu May 14 03:47:10 PDT 2009","JustgrapesCN","Anyone interesting for complimentary tasting (with 10 different wineries) this sunday, 17th, send us a message!  "
"Sun May 31 04:46:41 PDT 2009","Jamezila","LA bound in about a half hour! "
"Mon Jun 01 23:26:11 PDT 2009","1988Nemo","Just got home from work. Bored. Hoping for the best. Cant wait till June 28 for my Taylor Swift concert. "
"Thu Jun 18 11:03:15 PDT 2009","onikapascal","@momnoir say curry and we will fall out bad. "
"Mon Jun 15 02:48:06 PDT 2009","HWhitters","I need a new job "
"Mon Jun 15 06:10:21 PDT 2009","AyuBetryHaninda","i've got BAD score for my Math, History, and Indonesia Language "
"Tue Jun 23 08:10:43 PDT 2009","JefroyM","The window in my room might break in to pieces because of the strong wind! :s i heard that the typhoon is now on it's signal no. 2,oh no! "
"Sun May 17 23:42:09 PDT 2009","gilesthurston","@charliesendall pleasure, after all the pain carrow road has given us #ncfc fans over last few months, was nice to enjoy something there "
"Sat May 30 03:39:59 PDT 2009","web2asia","@1rick you bet! "
"Sun May 31 23:23:48 PDT 2009","ecirez","Whoa, I didn't realize that it was already Monday, and it's JUNE! Why did Summer had to end so fast! "
"Sun May 31 17:07:51 PDT 2009","kaitlynxoxo","in my house with xemoxloserx I feel very sick "
"Sun May 10 08:17:13 PDT 2009","emks"," Missed the Pearl Jam tickets"
"Fri May 22 03:50:02 PDT 2009","chrishoskin","Salmon will be there too    http://tr.im/m5oP  Our clients include Argos, Halfords, Boots, Scotts and Co, Ann Summers &amp; Homebase +more"
"Sun Apr 19 10:05:33 PDT 2009","DuNiQuEpRoDiGy","went to the lavender ball gay prom at case western in cleveland ohio, was ok me n the hubby argued  but all is well now."
"Sat Jun 06 18:07:38 PDT 2009","audiw","Henna Fail.. It's so pretty but I'm already pretty brown so you can barely see it!  "
"Mon Jun 15 16:43:01 PDT 2009","DerekIsNormal","@MissJia I'm leaving NC Mama. Until next time.  sorry I couldn't make it to Charlotte"
"Thu Jun 18 14:53:59 PDT 2009","demophon","@ruckmaul you missed it g "
"Sun Jun 07 00:01:30 PDT 2009","reinventlovexx","@Andrewgoldstein you guys were amazing!! look forward to seeing you again. congrats on the new record. "
"Sun May 10 21:19:35 PDT 2009","circa1985circus","@jonthanjay  - Hope your mother's day was great "
"Mon Jun 01 05:13:44 PDT 2009","Torontogirl_jen","@YoungQ You know you're on Twitter a lot when the flight attendant makes you shut it off!! LOL But I do enjoy all your thoughts &amp; updates "
"Mon Jun 01 19:14:50 PDT 2009","beeryayghost","Watching the freddie mercury special. "
"Mon Jun 01 03:40:37 PDT 2009","dancingbanana98","I'm half way up  I hate Mondays almost as much as I hate getting up from awesome dreams"
"Mon May 11 21:48:20 PDT 2009","dannymoses","Thanks everyone for all the happy birthday wishes "
"Sat May 09 18:30:55 PDT 2009","KelseaBabyxox3","Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  &lt;3 lurvee ya'll[;&gt;"
"Sun May 03 21:26:34 PDT 2009","gay_emo_zac","I wonder if @frenchiesforum was serious about not going out if I was there "
"Sat May 30 08:43:41 PDT 2009","kwells2416","@kevindjohnson Sorry bout the Cards "
"Mon Jun 01 20:36:46 PDT 2009","robcuzican","@Jason_Pollock Unless u live on the WEST Coast....turning off twitter so I don't know anything...lol   "
"Mon May 18 02:28:05 PDT 2009","gonetoearth","Right - time to start on orders "
"Sun Jun 07 12:32:20 PDT 2009","almostcool","@meagannicole good times up there  have fun"
"Mon Apr 20 04:54:21 PDT 2009","GregJBurgess","@micdaz8 Pt wouldn't suck so bad if you weren't such a fatty. "
"Mon Jun 22 18:51:48 PDT 2009","MissBrooklynn","So sad about jon and kate plus 8  divorce is something I hope I never experience."
"Sun Jun 07 10:16:48 PDT 2009","Ashlynn_Brooke","im so sorry you guys! i've been shooting on the lake all week and my phone had a tragic accident! it went to the bottom of Havasu "
"Sun May 31 16:51:30 PDT 2009","AnnieBallantyne","either has a bad cold or hay fever, or maybe even both! Either way i feel shit! "
"Thu Jun 04 13:18:53 PDT 2009","annalyn04","Lol @Neverlasting and @thespianduckie . Fantastic. "
"Wed Jun 03 08:19:47 PDT 2009","smuttysteff","@MR_LELO I don't know which tweet you mean, because you're not replying right.  Click the arrow on the right of the tweet you're meaning,"
"Tue Jun 02 12:46:42 PDT 2009","joefiorini","@axerickson looks delicious! care to share? "
"Fri May 29 12:13:27 PDT 2009","cjs_3","If your feet smell and your nose runs, you�re built upside down "
"Sun May 17 05:56:19 PDT 2009","Drarok","@eponymouscom How'd you get your hands on that? It's not on the myspace page... "
"Tue Jun 16 06:00:27 PDT 2009","ifiredmyboss604","It's not the size of the boat it's the motion of the ocean applies here, it's not how many follow u it's what you give to those that DO "
