"date","user","text"
"Sun Jun 07 18:03:19 PDT 2009","BecIsDandy","bacon, egg whites, hash browns, fried toast... hmmmm calories "
"Sat May 30 20:19:13 PDT 2009","espankeh","I'm going to tidy up my room today and perhaps some exercise. "
"Sat May 30 13:55:16 PDT 2009","AnnSue","@nicolerichie http://twitpic.com/6a8zx - LOL~ That's a PUSS... XOXO "
"Mon Jun 01 19:20:14 PDT 2009","mrspaulkjonas","@honorsociety http://twitpic.com/6fs89 - you guys always crack me up. You look cute, not tired. "
"Wed Jun 17 19:42:51 PDT 2009","mmbaby","Its sooo tragic! The blazers I want they don't have in my size  guess I'll check another pair."
"Wed May 13 21:35:14 PDT 2009","TaraPants","Dancing around my room to Hey Monday! Sorta cleaning, more dancing! "
"Mon Jun 15 22:29:24 PDT 2009","nicolegraziano","@ninjabarbie ahh! So sad  where are you all moving to now?"
"Thu May 14 01:21:42 PDT 2009","devegrimshaw","@DickyBey see you soon dicky "
"Mon May 04 04:28:07 PDT 2009","samruddhi_dadhe","@tanmaygolhar thanks.. "
"Sat Jun 06 11:27:38 PDT 2009","nathavat","I found no yeezys "
"Wed Jun 03 07:38:15 PDT 2009","trishh18","@creddiefan09 i made that pic..its not ur background "
"Fri May 01 20:29:38 PDT 2009","lookfolio","@lookfolio oh shit I forgot about drinking times "
"Fri Jun 19 19:50:16 PDT 2009","paigetodd","watching mileyworld vids. noah and her little friend are adorable.. so are @mileycyrus and @JustinMGaston , too bad... "
"Tue Jun 23 14:12:47 PDT 2009","helloodottie","sun burn hurts  at least vacation is awesome!"
"Sat May 30 20:17:11 PDT 2009","KttnmthKngGirl","Gettin drunk, watchin tv, might go swimmin, maybe want to party "
"Sat Jun 06 09:08:50 PDT 2009","karensmith_sc","- My sister Janet's friend Julie passed away this morning from cancer, please say a prayer for her family. She was only 39 - so very sad! "
"Tue Jun 16 17:25:30 PDT 2009","scills","what a perfecy morning call!  i need vacation.. seriously"
"Sun May 31 00:14:10 PDT 2009","NotJoelShapiro","@rahulsood When's the update to the Envy133 coming? I want ont but know that it's trailing edge speed w/o trailing edge price now "
"Sat May 30 11:34:43 PDT 2009","HotDominatrix","This lady is a Hot Mature brunette MILF , Her cuck seems happy to bendover for her, he takes it deep and hard up his loose ass "
"Sat Jun 06 18:39:40 PDT 2009","gavinlamsl","hazy days back again "
"Sun May 17 11:40:15 PDT 2009","kiryne","i am going to be in glasses tomorrow, idc what they say, i'm fucking tired "
"Sat Jun 06 11:15:30 PDT 2009","kellerinablack","I just spent ten minutes cooing to my dog. Much love for that magnificent beast of an animal. "
"Wed Jun 03 07:38:09 PDT 2009","cmflood","mmmm ice coffee is by far the best thing created!!  still in the brunzz"
"Sun May 10 05:13:33 PDT 2009","shefaly","@codelust The man with vision/ foresight/ correct odds. "
"Tue Jun 16 22:38:55 PDT 2009","jnyifr","@chantelleylace I know. I'm absolutely terrified. I guess it doesn't matter that I'm a young mum, I'm frikken screwed either way.  Haha"
"Wed May 13 23:16:11 PDT 2009","Annie_Pho","got my cap and gown today!  5 more weeks and i'll officially be an adult! eeee scary thought!"
"Tue Jun 02 00:32:25 PDT 2009","oldskool90","@4everBrandy B. ROCKA!! WHO THE BLEEPITY BLEEP IS RAPPING IN &quot;GONNA FIND MY LOVE&quot;? Is it you girl?? love the song btw its mah ringrone "
"Tue Apr 07 00:58:04 PDT 2009","marand313","I NEED to post a video!!!!  But I'm stuck..."
"Fri May 29 09:06:09 PDT 2009","ExotikGoddess","Soo tired, couldn't get enough sleep "
"Sun May 31 12:52:26 PDT 2009","ForeverZoe","I dont want to do exams  damn.. has anyone got spare A-Levels they would like to give me?..."
"Fri Jun 19 13:15:42 PDT 2009","alethegreat","@dieguitoLAMB yeah I know and I THOUGHT I got it first  but our lamb     Mario got it seconds before.."
"Thu Jun 18 22:24:54 PDT 2009","valenbfm","@alievans719 That sucks. "
"Sat Jun 06 03:04:31 PDT 2009","nika92","@DemiSel4ee Hi  Selena Gomez is your cousin??  I just found your twitter page  and I'm wondering "
"Sun May 31 23:38:33 PDT 2009","meitawerdi","@tractorqueen its not fair  mourning for south east asian blockheads..thx 4 share it with us gal"
"Thu May 28 21:30:33 PDT 2009","tetchtorres","@janelle_u aku din, I love black. It shows elegace acc 2 my fashionista sis and safe color for me "
"Fri May 22 01:28:56 PDT 2009","MetalSam","Woo, AF rose 4 places over night! 14 more to go "
"Tue Jun 23 09:19:48 PDT 2009","andrewhills","Power cut at the office last night killed my simulations &amp; SVN. Need to go in tomorrow to get it working again &amp; attend a meeting. *sigh* "
"Sat May 30 21:01:11 PDT 2009","Gerarodo","Everyday should be negro day "
"Sun May 10 20:35:27 PDT 2009","CaptainTay","I miss my baby boo "
"Tue Jun 02 20:35:52 PDT 2009","urplatanito","do it  and then i will let you get back to studying because i feel like i am distracting you "
"Sat May 30 22:05:38 PDT 2009","michellelloyd","1 rental car, 11 hours of driving,        1 wedding, 1 tornado siren, 1 hail storm, seeing family &amp; 2 safe dogs upon return... priceless "
"Sat May 02 00:24:34 PDT 2009","fraanncess","@dskjfhklgvirley awwwwh! i know!  imy guys, wish i were there, but my coworkers asked me to chiiol. next tiomme!"
"Sun May 10 18:51:29 PDT 2009","iamdahsar","@Lovely_Her U my new lover...I called it LOL...niggas BEWARE!!!shit u in atl we can get sum this week coming up if u act right lmao "
"Fri Jun 05 18:05:32 PDT 2009","reallisarene","@iamdiddy  i can hear you. you're not alone. we are all in this together.   that which doesn't kill you will make you stronger. "
"Sun Jun 07 13:50:31 PDT 2009","markglover","@MediaCoach style is everything "
"Sun Jun 07 13:40:01 PDT 2009","JessMcFlyxxx","@hermitpaul lol what is it with you and food aha  i like sundays coz i can be lazy and get away with it aha  xx"
"Wed Jun 17 09:16:17 PDT 2009","samanthastorm02","@officialITM  closest you play is LA on a Sunday night "
"Sat May 30 02:34:14 PDT 2009","jasonmante","@aporszt wish you were there man "
"Sat May 09 23:56:54 PDT 2009","NickMcLaren","@cloud79 I thought the same thing, but felt a bit better when I saw no less than 5 other cameras there "
"Thu Jun 04 08:02:46 PDT 2009","JessMcFlyxxx","@DubarryMcfly its been good didnt go college so just had a lazy day  just changing my room around now lol did you enjoy shopping? xxx"
"Sun Jun 07 09:35:26 PDT 2009","biancavasquez","is home, had such a greattttt day &amp; night "
"Fri Jun 19 15:43:51 PDT 2009","pandabear85","@radtonya what was the pic msg u sent me the other day? Sorry but my dated technology does not allow pic messages "
"Fri Jun 05 08:41:39 PDT 2009","stoneywayne","@shelby62191 I wore red vans "
"Mon Jun 15 05:56:06 PDT 2009","fayeBENETAE","I'm praying that I don't pass out at work today, I couldn't even take a full shower without laying down. "
"Sat May 30 02:20:53 PDT 2009","jemariie","@putmynamehere so he tell me he liked this girl. and she's really beautiful. she's so much better than me. "
"Sun May 17 06:52:18 PDT 2009","tojulius","@edsaint never too late "
"Tue Jun 02 03:03:41 PDT 2009","lauderlyn","@joelneoh I can buy 5 Nikon D90s with that money!  I also pain.."
"Thu Jun 25 02:28:37 PDT 2009","carbonaspect","lafixed is down "
"Sat Jun 06 03:08:07 PDT 2009","OwenC","Bugger. Took my laptop to Arthur's gym class because they had Wifi. They've just locked it down  #fb"
"Fri May 22 07:59:54 PDT 2009","jamiekrycek","@inkasrain Hi!  from one &quot;enthusiastic #mets fan&quot; to another   GO METS!!!!"
"Thu May 28 21:38:05 PDT 2009","designcarter","Had bad discomfort in leg and spasms. Fell asleep earlier, going back to sleep, getting up in 5 hrs. tonight's actual productivity: 0 "
"Wed Jun 17 18:37:04 PDT 2009","skankychika","rain.. rain... might not be able to camp this weekend... "
"Sun May 31 10:35:26 PDT 2009","marienborg","JIRA fundamentals was just that it seems.. hope the afternoon session will be more hard core "
"Sun May 10 07:38:45 PDT 2009","Ellen_Stafford","@Schofe you look lush lounging around  hehe. Hope you got my email dude!"
"Wed Jun 03 07:10:05 PDT 2009","gdheeraj","going to the dentist.. "
"Tue Jun 16 03:24:03 PDT 2009","KimC1992","The kids are annoying! They are still testing my patience, AAAHG! And I forgot my present for the intern who's leaving today "
"Mon Jun 15 11:28:11 PDT 2009","mztaylorRiot","HEY ERRRbody!!! follow mz.taylorRiot (which is me of and i will follow you!!! "
"Fri May 29 17:31:41 PDT 2009","bartsbooks","Just a very quick 'hello' , 'goodbye' &amp; 'enjoy the party' from this very tired UK blogger who unfortunately needs sleep  #BEAtwittyparty"
"Mon Apr 20 07:29:43 PDT 2009","emilyfriend","@Shadowsaiyanryu yes dear. I miiiight be able to make a project out of it actually. Your Twitterpic will be used. "
"Mon May 18 05:11:03 PDT 2009","bellarocksmusic","Wow. Just woke up from a terrrible nightmare. Thing is, i think it inspired a story..or at least a blog. "
"Mon Jun 01 08:55:05 PDT 2009","alyssaavant","@TakeRoot oh yeah its useful I&quot;m going to edit it and upload it later to Youtube and @momtv  Be on the lookout"
"Sun May 17 10:40:30 PDT 2009","toritornadobaby","AJ makes me laugh so much  and I keep tryna not have another anxiety attack."
"Mon Jun 15 06:58:49 PDT 2009","NickJisMYman","@BeCreative76 awww damn it "
"Mon Jun 01 20:07:34 PDT 2009","krazyJBchick","climbing in bed, reading Breaking Dawn, and going to sleep. back to work tomorrow. boo  goodnight!"
"Sat Jun 06 06:27:28 PDT 2009","janw75","Ah, it's Saturday and I don't have a lot planned.  Just hanging out messing with the computer - Geek Heaven! "
"Mon May 18 02:57:58 PDT 2009","jemsam","http://twitpic.com/5f40p -  sorry i have only movies, that was the only pic i had from abu dhabi concert, arent u coming back to UAE s ..."
"Sun May 03 01:15:23 PDT 2009","mike2digital","its Sunday morning and I am sat here doing some work, how sad is that? Think I'll go out and cut the grass instead "
"Tue Jun 23 10:42:43 PDT 2009","Rx_BREAKINENT","NOW I HAVE TO TALK TO PEOPLE I DIDNT WANT 2! AND EVERYTHING I SAY OFFENDS PEOPLE! SO NOW IM STUCK USING SIGN LANGUAGE! MY FINGER TIRED "
"Sun Apr 19 04:18:42 PDT 2009","codeblue1100","@TweetDeck can't download tweetdeck from site.. it says downloading but its not.. help plz "
"Sat May 30 07:29:13 PDT 2009","Ohvintage","Just come back from shopping with my mum. I love my mum, she spoils me "
"Fri May 29 16:56:54 PDT 2009","42FR42","Shutting down for day. Wondering about what to have for dinner. No food inspirations from MDK today, will have to wing it "
"Sat Jun 06 22:53:07 PDT 2009","shiveringgoat","@georgesolar good luck George webcam looks amazing at the Blue Bar  Superb! "
"Tue Apr 07 08:45:32 PDT 2009","roguetrooperr","Jujitsu tonight. Possibly more blood on the mats. Just not mine this time "
"Mon May 18 07:42:49 PDT 2009","TexasFella68","@darlingnikki08 Starting to get that way.......unfortunately. Already had a few days over 100  . July &amp; August won't be pretty."
"Sun May 31 11:46:05 PDT 2009","ianweiqiang","@jerricklim You never know. It might be an improvement. "
"Fri Jun 05 22:16:26 PDT 2009","winniedepoohi","@foliovision hey am loyal to wordpress "
"Wed Jun 17 20:21:19 PDT 2009","CarmaLUVSJordan","@DonnieWahlberg Yo what happened 2 my bday shout out? Only 40 more min n my bday is over  So cheer me up Dub."
"Wed Jun 03 07:13:04 PDT 2009","DonNessa","dented her blackberry "
"Sun May 17 05:06:06 PDT 2009","oohafezah","@Qilly why? "
"Wed Jun 03 06:52:51 PDT 2009","jordieeee28","Good morning! "
"Sun Jun 07 11:55:41 PDT 2009","JohnDalziel","@Jd1888 NOOOOOOO want to see the Big B eviction  Bad Times!"
"Sun Jun 07 14:51:17 PDT 2009","Terry_Maree","Just relaxing and getting ready to turn in after an awesome weekend with my family "
"Fri May 29 16:46:51 PDT 2009","fluffpappa","Just now getting ready for band banquet "
"Sun Jun 07 18:21:54 PDT 2009","brittanymifsud","i want to shower but these stupid bitches wont leave my house "
"Thu Jun 04 09:08:07 PDT 2009","mikeinsd77","Wow, already 20 years since Tiananmen Square, man how time flies.  I remember that like yesterday  makes me soo old"
"Fri Jun 05 11:04:51 PDT 2009","JennXNkiru","Mehn. Need someone to carry me on their Chariot. Damzel in distress in here on time. Sprained my leg badddd "
"Fri May 29 14:40:48 PDT 2009","KimberlyBarrena","-when you feel like you are losing your edge? "
"Sun Jun 21 00:00:25 PDT 2009","DoubleAre","Home at last. tonight was a good one, had suttin missin tho "
"Sun May 17 10:50:59 PDT 2009","carrielogic","@madsencycles Ha! Good point. First ride on MY Madsen? "
"Mon May 18 06:09:02 PDT 2009","green_i_girl","So very hungry. I want something w/ cheese and bacon but nauy have to settle for a Twix bar "
"Sat Jun 06 20:55:06 PDT 2009","TheDCD","@candiceshane Um, no, babies are high in glucose.  As for rainbows, ugh, they taste like month-old Twizzlers.  I'll stick with beer.  "
"Sat Apr 18 08:45:51 PDT 2009","jasminbean","is still feelin sick...worst than yesterday "
"Sun May 17 11:40:23 PDT 2009","kelarsen3","Family get-together to celebrate my graduation "
"Mon Jun 15 04:43:58 PDT 2009","DominiqueJ","@marcoruiz Hi! Yes I do feel a little better. I have been taking medicine "
"Sun May 17 23:08:27 PDT 2009","xoMusicLoverxo","Watching GG/OTH from two weeks ago.  "
"Mon Jun 01 06:48:41 PDT 2009","Brokenromantic","@magh i know right. he's so much cuter with his real hair "
"Sun May 31 14:04:25 PDT 2009","karolad","School... again... "
"Thu Jun 18 17:30:50 PDT 2009","lucccyy","Watching The Da Vinci Code all by myself... "
"Sun Jun 07 08:43:41 PDT 2009","04jan1987","There is a street fair and I have to work!!!! "
"Sun Jun 21 03:36:21 PDT 2009","nabsworth","@AkashaTheKitty No problem then  I shall read it on my &quot;tomorrow&quot;."
"Mon May 04 04:52:04 PDT 2009","llisalang","@adamgresty that's horrible. Had a similar experience on a flight last year...makes you want to weep for humankind, does it not? "
"Tue Jun 23 12:37:58 PDT 2009","CantBuyClass","@dutch3sssin NOOOOO, not fine ass Jason "
"Sat Jun 06 11:28:16 PDT 2009","PerfectFan","I need my bed "
"Wed Jun 17 03:58:13 PDT 2009","akaDimiG","In Russian news wrote that the Launch of Space Shuttle Endeavour was postponed. "
"Sat May 16 19:53:56 PDT 2009","shanwade","sitting here starring pc monitor, my son finally went to sleep after wearing me down, i love being a father though "
"Tue Jun 23 12:01:29 PDT 2009","leslie666","So tired not even Patrick can wake me up  "
"Sun Jun 07 00:59:46 PDT 2009","Eternallykiy89","Is clubbing...heeeeey!! "
"Mon Apr 20 01:02:55 PDT 2009","lexxlove","Hot day with cool people! "
"Tue Jun 02 05:06:07 PDT 2009","swankitty25","Finally cleaning my room. Moving soon "
"Sun May 03 07:14:40 PDT 2009","MadameDAS","@Sheila_Sanders just got done mass, then breakfast, grading, and relaxing "
"Sun Jun 07 15:49:34 PDT 2009","jls_21","6am is far too early to get up  x"
"Fri Jun 05 18:50:09 PDT 2009","holycrapitsTony","In the process of re-designing my Twitter profile.    I'm liking it so far."
"Fri Jun 05 08:57:28 PDT 2009","i_love_musicc","Finals are coming soon  but ily, baby &lt;333"
"Mon Jun 15 15:28:21 PDT 2009","missmagiclion","This was my first official day of summer and i'm already bored "
"Mon Jun 15 12:20:49 PDT 2009","latoska","@jodywatley Good Morning Heartache or You've Changed (Billie Holiday) I've often wondered if you'd ever do jazz? Jazzy Jody! Yes! "
"Fri Jun 19 21:46:56 PDT 2009","Seabrooklol","@hemlines I hate it "
"Sat May 30 15:01:45 PDT 2009","jennypoynter","@_amberlovely i LOVE big brother (L) i was gonna audition this year but people know me &amp; i'd be so annoying so i'd get evicted first week "
"Tue Jun 16 23:22:46 PDT 2009","iminoudi","I am very tired "
"Sun May 03 01:00:27 PDT 2009","Richmanispoor","@goodpotatoes what wonderful and beautiful pictures on your &quot;flick site&quot;, anyway its on your profile web (yes I'm NEW to this) "
"Tue Apr 21 04:21:20 PDT 2009","finickymia","@chicogarcia it takes practice and a lot of patience to use CS3  I looked for tutorials online to help me"
"Wed Jun 17 20:46:09 PDT 2009","cameronstewart","@northirid my version is not one of the &quot;build 7000 or 7100&quot; - thght it was  - I can fix here http://tinyurl.com/d338z6 (via @alanjlee)"
"Sat Jun 06 10:43:09 PDT 2009","bizechicks","@localshops1com We're ready to go back! I'm dying to try the shrimp and grits "
"Thu May 28 20:37:37 PDT 2009","scherwal","i don't feel well  with kyle and our dog enjoying another night home alone with him. yay."
"Mon Jun 15 01:41:24 PDT 2009","Fiona_Poppins","It seems the electricity at work took some time out over the weekend too  Just what you need first thing on a Monday morning!!"
"Tue Jun 16 08:46:00 PDT 2009","JareyJealousy","This is the fifth day I've had this headache. I think i'm dying  "
"Fri Jun 19 16:05:35 PDT 2009","Carito04","What am I doing? What can I do? I'm just so in love with you and it's not easy for me to think about losing you "
"Mon Jun 15 23:24:18 PDT 2009","DegenerateBoy","@bliumchik have you DMed your email to @fictioncrush yet? For a start, in case Loon's busy sleeping or looking pretty or something "
"Sat May 30 06:20:42 PDT 2009","bryancheung","@connorpj1 (Scansnap?) Lol, did you also get the MacUpdate bundle? "
"Sat Jun 06 09:28:27 PDT 2009","anakin1814","@woodsprite When our paths crossed 10 years ago (yup!) I never thought you'd become such a baker and gardener! I smile seeing this! "
"Sat Jun 06 16:21:00 PDT 2009","MishavonnaH","Gooood afternoon tweeters!  Just watched thursday's episode of SYTYCD and almost cried when they split up the Kasprzak brothers! D:"
"Sun Jun 21 02:33:59 PDT 2009","Steviiexo","Mornting twitterville happy fathers day!!  woke up with the bad boy head ache  sad times I'm dying!! Lol "
"Tue Jun 02 21:29:41 PDT 2009","multislacking","@twittascope i would like to unsuscribe please "
"Fri May 29 11:35:13 PDT 2009","NJHansmann","is going to be graduated in six hours "
"Sat May 30 01:29:47 PDT 2009","Katamoosashi","Katamoosashi says: Don't you just love violent games? They teach such valuable lessons. I'm being sarcastic...  *please don't ban me*"
"Sun May 31 19:30:52 PDT 2009","akaDip","@07_VA I'm out and about...missin the awards that I see everyone is watchin but me  lol"
"Fri Jun 05 12:36:04 PDT 2009","KBartz","willow is amazing! a lot more strict though  you can only have a gues 10 times...annoying! Brothers graduation and minus six tonight!!!"
"Fri Jun 19 10:35:00 PDT 2009","ndsu_bison1","@itouchrevr10 me too! But I can't. No AT&amp;T here "
"Mon Jun 15 10:58:53 PDT 2009","siananderson","I REFUSE TO LEAVE THIS OFFICE TILL THE RAIN STOPS! Which mean's I may just be here till tomorrow morning "
"Fri May 29 17:32:22 PDT 2009","DJ24","i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world "
"Sat Jun 06 07:17:07 PDT 2009","RaphaelleH","Woke up with raw lips, still clogged ears and nose and an awful sore throat. When will this go away??!! "
"Fri Jun 19 13:32:44 PDT 2009","vegangymmie","@saidinjest UGH! That's stupid! Sorry they feel it's too much of a burden hope you can find something "
"Wed Jun 03 03:53:36 PDT 2009","ohmisshaleyann","ps: I made a heart out of play-doh and put it in vigils lil cubby box in the rape van "
"Sun Jun 07 10:51:32 PDT 2009","sxerosa","my stomach is killing me "
"Mon Jun 15 19:58:46 PDT 2009","Brenda_Lyn","My all-time crying song  http://bit.ly/NBwFq  It will calm you down."
"Sun May 17 08:37:36 PDT 2009","KevinEdwardsJr","@BritneyWaldron if you like 2 laugh..have a good time..follow me..its just that simple "
"Sat Jun 20 07:58:59 PDT 2009","ddemchuk","@JerusalemBureau Yikes, Orly! Are you okay? What happened? And, um, Happy Birthday "
"Mon Jun 15 16:58:21 PDT 2009","z0ot","Signed up for Eisner voting, then realized my participation would probably keep someone deserving from winning, so didn't vote. "
"Mon Jun 15 10:45:28 PDT 2009","Binku","@harshadewa Oh, really? why that difference? I also found that there are many pakis in Orkut too! :o eth api? "
"Mon Jun 15 03:55:51 PDT 2009","x_flange_x","@thegam310 nope day off  i'll be in wednesday!!"
"Sun Jun 07 15:10:54 PDT 2009","pagedancer","Sorry I'm coming in at the end of #writechat.  I'll have to check in earlier for the next one."
"Mon Jun 01 16:51:49 PDT 2009","Meggerhun","Progress. Got my ring and booked the judge "
"Sun May 31 04:52:59 PDT 2009","peggenewe","@peggenewe you say one ah!! "
"Tue Jun 16 04:29:54 PDT 2009","JMLytle","Campers in my cabin are moving slowly this morning.. "
"Mon Jun 01 06:58:23 PDT 2009","snoozers","suddenly , it feels like having to start all over again "
"Tue Jun 02 06:23:00 PDT 2009","Addie_Bits","Winter clothes.....in June. Not nice, weather. "
"Tue Jun 02 22:03:10 PDT 2009","henry_maddocks","@wandaharland don't worry about it. Next time I'm in I'll get your shop assistant to help me over it "
"Sun Jun 07 12:38:44 PDT 2009","macgrill84","&quot;How beautiful, is your unfailing love, and you never change God you remain, the Holy One, and my unfailing love&quot; "
"Mon Jun 01 07:56:39 PDT 2009","lilpinaibabe","Jacob Black is more better looking in New Moon. I'm Team Jacob now. Sorry Edward. "
"Sat Jun 20 02:33:01 PDT 2009","veebeeseesyou","@liamsp so not fair. you have more than me "
"Tue Jun 23 17:13:19 PDT 2009","comeagainjenny","Watching I'm a Celebrity...Sanjaya better stay....I'm still sad that Holly left "
"Mon Jun 15 13:15:11 PDT 2009","mizrada","@whothefeck you had it now then too still raining here "
"Sat May 30 12:05:00 PDT 2009","Liiiindsaay","Yes! I can the hoedown throwdown nearly compelted  I must practise a little bit and I can it really  That was a danceday "
"Mon Jun 01 09:31:44 PDT 2009","benittabenjamin","twitter is my only friend now  gosh i sound pathetic. HAHA. but yeah, boreeed. can't sleep "
"Tue Jun 16 07:53:58 PDT 2009","tiffatty","@djsoy enjoy! hope you're having a smooth flight and not twittering in the sky "
"Tue Jun 02 10:33:37 PDT 2009","xoxolaurenn","@J0FiZZL3 good luck on your Spanish tomorrow "
"Sat Jun 06 16:18:58 PDT 2009","SugarJShell","@shelleymonto Anytime- we're down to one box.  And Hidden Valley ranch dressing powder for dip and dressing!  "
"Tue Jun 16 06:56:05 PDT 2009","VitamynDee","#whatif my cousin marsha wasnt my cousin...id surely die "
"Fri May 29 23:28:41 PDT 2009","nursebettie666","@caige its ok i hate it 2 but ull b ok "
"Sat May 30 08:33:30 PDT 2009","jkkissling","At the beach house!  going to the beach later. Yay!"
"Sat May 30 03:01:52 PDT 2009","MontyMole","Has just got a signed photo of Gemma Atkinson "
"Fri May 29 12:02:26 PDT 2009","AdmiralGaal","I hurt my foot in gym class. "
"Mon Jun 01 00:11:32 PDT 2009","youdontknowmel","as my cuz says i'm having a &quot;brain attack&quot;  i fucking hate headaches, what in the flying monkey poop is the purpose of 'em?? guh....."
"Sun Jun 07 06:09:24 PDT 2009","techtech323","Hello patron, are you there? Its me abel again "
"Tue Jun 02 00:52:31 PDT 2009","pawsthejaws","About To Eat Some Sausage Biscuits&lt;--Hope I Didnt Spell That Wrong...Its Almost 4am...I Dont Feel Like Spelling Right...HaHa "
"Wed Jun 17 22:37:10 PDT 2009","zacheryph","@Christyxcore Haha. I got a bold now. Don't get all the fun of flashy os updates  but I still love it"
"Fri Jun 05 15:13:19 PDT 2009","underthestars_x","I'm seriously considering buying tickets to @mileycyrus for her dublin show in december! "
"Mon Jun 01 14:08:47 PDT 2009","amure1991","@kellywilliams4 just sald and then i had a pear and nutella on toast "
"Sat May 02 05:47:41 PDT 2009","bizzybee","@BarbInNebraska  Mayor's run is the kids race. Is he doing the marathon? Ouch! Good morning. "
"Sun May 31 04:44:40 PDT 2009","Mihul","I am here having a &quot;99&quot; with my lovely wife "
"Tue Jun 23 08:02:37 PDT 2009","perksofbeingme","So MDA camp has been canceled tue to a swine flu outbreak. "
"Mon Jun 01 09:03:44 PDT 2009","rezarizki","is off to bed. Nightynite all. See ya when the sun's shining "
"Sat May 30 22:14:08 PDT 2009","ListenerHope","I hate not being able to fall asleep!!!! Grrr "
"Sun May 31 14:07:15 PDT 2009","brendaepena","trying to get rid of my hangover "
"Tue Apr 21 01:56:17 PDT 2009","McKinnon92","@andyshea I have tried. I just suck at math "
"Mon Apr 20 06:09:32 PDT 2009","Itsannier","oh knickers missing my prog see u later "
"Sun Apr 19 23:50:37 PDT 2009","Christophi","@dylan_maaka oohh crap yeah i thought about that this arvo  oh well im sure it willl be fine the building is locked"
"Sat May 30 10:09:02 PDT 2009","erinhopkinsxo","susan boyle is under pressure..... it's ashame "
"Sun Jun 07 03:47:12 PDT 2009","xHayleyxBabyx","How hard is it for sum1 to actually talk to me?  http://myloc.me/2U6f"
"Sun May 17 08:37:53 PDT 2009","KatGirl44","@Bones_Fans There better be a baby #Bones or @chaosingeneral  is going to be one angry girl. No one wants that "
"Mon Jun 15 22:43:37 PDT 2009","diagas","@ElysiaCook Flakiness and indecisiveness are very annoying traits, yes. "
"Sat Jun 20 00:10:40 PDT 2009","CloMarieee","Ugh this is like my  favoriteeeee moooovie "
"Wed Jun 17 00:05:12 PDT 2009","PaulRSheward","Scrubbing at itchy eyes and cursing the fields of oil seed rape "
"Sat Jun 06 11:41:19 PDT 2009","strongsarah","What was I thinking? Just now discovering what #kettlebell swings can do to a wedding ring.  "
"Sat May 16 19:59:01 PDT 2009","jeanniechhun","@janedoughh - Lol , well . I wanted to tone my tummmy ; not lose weight "
"Sun Apr 19 01:06:02 PDT 2009","BrooklynRek","I'm gonna need a case of Red Bull and a bottle of No Doz to keep me up 2moro, the t.v. is off and I still can't fall asleep...Dagnabid! "
"Fri Jun 05 15:27:19 PDT 2009","ERSuperman","TGIF !!!! Going out to dinner with the Babe tonight, should be a great time. "
"Wed Jun 17 05:57:42 PDT 2009","bsclyazn","@lynhypenny lol aww lynh, you can do it!!! i hope work last night wasn't too bad  finish your physics lab!! haha"
"Sat Jun 06 00:04:50 PDT 2009","fionahewittx","watching little comets vids on youtube  they are hilarious. mtv cribs, 'this table was actually given to me by george michael' ;)"
"Sat Jun 06 10:25:18 PDT 2009","neutrinos","Wow I love this weather! It's to tweet for! "
"Sun Apr 19 23:58:20 PDT 2009","Wizz_Dumb","Ok, since Twitter sucks, I'm gonna just tweet myself... "
"Fri Jun 05 17:17:21 PDT 2009","Internet_Geek","Oxymoron of the day: &quot;Pretty Ugly&quot;. "
"Sat Jun 06 19:30:31 PDT 2009","iEhab","i guess that the Political relationships between USA and Israel is very tense !! I guess so .. Ma7bsh afty f el seyasa "
"Mon Jun 01 02:12:32 PDT 2009","adii","@urbanrenewal yeah. American convention rules the world, doesn't it? "
"Sun May 31 11:39:20 PDT 2009","catarina95","@mileycyrus I would want to vote more. but now you can only vote for best film "
"Sun Jun 07 09:20:52 PDT 2009","AmandaSagaAlin","love all the drunk pics on facebook of me "
"Sat May 30 09:52:27 PDT 2009","AislingizaDream","Getting a little tired of trusting people only to have them fail me over &amp; over "
"Sun Jun 07 04:56:38 PDT 2009","TLWH","@vewe No intestines for me!! I'll bring my cow so ... "
"Sat Jun 20 07:39:25 PDT 2009","wannablessedbe","it's so hard to leave two kitties who want you to stay   i have a day and a half to spent with them after work though"
"Mon Jun 01 19:36:42 PDT 2009","doart","@miked_up I really, really love the comps you sent  perfect. Let me forward them on to summer and see which one she likes better"
"Fri May 01 20:55:45 PDT 2009","emily_nicole","@sarakiesling we should just get each other's number..that may be easier "
"Fri Jun 05 22:54:55 PDT 2009","aliciasparks","@jarret - thank you very much  i'll make note (in a laid back, acoustic-y kind of mood right now). &amp; yes! sounds like a great plan "
"Sun Jun 07 13:39:57 PDT 2009","letssingbaby","@mitchelmusso Sweet!!!! I'M SCREAMIN AT U! just saw your &quot;Hey&quot; video "
"Sat Jun 06 22:35:14 PDT 2009","THEElittleITALY","We are at Christian's... "
"Mon Jun 01 06:33:19 PDT 2009","crazeesaint","An hour until my consultation - eek  "
"Sat Jun 20 12:34:16 PDT 2009","kevezio","well, i only have one more day... "
"Sun May 17 11:31:01 PDT 2009","JaymzGuitar","Oh Sean you'd love for me to unlock that achievement   Today is a day to do as many obscene things as possible. -Cheers"
"Mon May 04 07:14:38 PDT 2009","PRolivia","@AndreasHale lol nah no swine flu for me bro. lmao what's ur schedule like this week, I need to catch up! "
